,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored),Unnamed: 19,genre,genre_id
6191,['Akon'],[933458],0.444,0.866,0.375,94.968,-6.217,1,7,0.000622,4.72e-05,0.105,0.111,1,235120,63,2010,11/18/2010,Kush - Main,,R&B;,5.0
6192,['Akon'],[933458],0.719,0.616,0.625,124.963,-3.951,1,1,0.00683,3.11e-05,0.0742,0.0395,0,200880,60,2010,11/24/2010,Who Dat **** (feat. Akon),,R&B;,5.0
20023,"['Cherrelle', ""Alexander O'Neal""]","[108124, 625201]",0.865,0.394,0.643,115.936,-12.235,1,11,0.0832,0.00231,0.302,0.0528,0,521693,54,2011,1/1/2011,******** Love - *** Extended Version,,R&B;,5.0
52539,"['Ledisi', 'Jaheim']","[117356, 782163]",0.689,0.652,0.702,90.997,-6.476,1,1,0.189,0.0,0.0355,0.159,0,236547,47,2011,1/1/2011,Stay Together,,R&B;,5.0
52540,['Ledisi'],[117356],0.681,0.704,0.554,126.022,-4.417,1,8,0.153,0.0,0.134,0.0578,0,202733,48,2011,1/1/2011,Pieces Of Me,,R&B;,5.0
93550,['Trey Songz'],[128143],0.588,0.847,0.38,99.058,-4.734,0,11,0.0145,0.0,0.436,0.0675,0,204013,49,2011,3/4/2011,Out of My Head (feat. Trey Songz),,R&B;,5.0
93576,['Trey Songz'],[128143],0.768,0.62,0.589,132.035,-7.399,1,2,0.139,0.0,0.521,0.0658,0,225960,66,2011,9/27/2011,Can't Get Enough,,R&B;,5.0
84785,['The Crystals'],[138332],0.44,0.682,0.626,135.917,-7.416,1,4,0.681,3.33e-05,0.207,0.0373,0,158853,61,2011,2/22/2011,Then He Kissed Me,,R&B;,5.0
84786,['The Crystals'],[138332],0.431,0.678,0.633,135.919,-7.945,1,4,0.7,6.37e-06,0.199,0.0365,0,158685,60,2011,2/22/2011,Then He Kissed Me,,R&B;,5.0
84787,['The Crystals'],[138332],0.535,0.797,0.613,148.835,-7.533,1,3,0.48,3.42e-05,0.141,0.0459,0,140120,57,2011,2/22/2011,Da Doo Ron Ron (When He Walked Me Home),,R&B;,5.0
22685,['Curtis Mayfield'],[144458],0.584,0.516,0.326,79.743,-6.256,1,7,0.146,3.07e-05,0.139,0.325,1,317920,51,2011,8/8/2011,The Joy,,R&B;,5.0
42715,['Jeremih'],[1545319],0.683,0.691,0.295,73.469,-6.435,0,6,0.0379,0.0,0.0578,0.23,1,269267,52,2011,10/28/2011,That Way (feat. Jeremih & Rick Ross),,R&B;,5.0
41829,"['Jamie Foxx', 'George Lopez']","[210830, 945687]",0.525,0.718,0.415,141.558,-9.065,0,11,0.198,0.0,0.298,0.363,0,227947,42,2011,1/1/2011,Real In Rio,,R&B;,5.0
41836,['Jamie Foxx'],[210830],0.596,0.287,0.349,115.209,-12.618,1,7,0.791,4.44e-05,0.0865,0.0335,0,159000,44,2011,1/1/2011,Fly Love,,R&B;,5.0
41846,['Jamie Foxx'],[210830],0.739,0.686,0.68,129.916,-6.386,0,6,0.00507,7.02e-06,0.0452,0.0438,0,136693,49,2011,1/1/2011,Hot Wings (I Wanna Party),,R&B;,5.0
94700,"['Verse Simmonds', 'Kelly Rowland']","[2142078, 73682]",0.772,0.692,0.665,125.172,-6.911,1,2,0.0238,0.0,0.191,0.0568,1,271293,53,2011,1/1/2011,Boo Thang,,R&B;,5.0
19291,['Charles Bradley'],[2401289],0.715,0.6,0.77,86.989,-7.728,0,5,0.0714,0.00165,0.0876,0.0264,0,202492,59,2011,1/25/2011,The World (Is Going Up in Flames),,R&B;,5.0
13552,['BJ the Chicago Kid'],[2517403],0.383,0.731,0.306,176.781,-5.996,1,1,0.726,0.0,0.504,0.201,1,304668,51,2011,7/2/2011,Kush & Corinthians (feat. BJ The Chicago Kid),,R&B;,5.0
46802,['Johnny Gill'],[253734],0.65,0.582,0.47,117.62,-6.791,1,8,0.336,0.0,0.106,0.0409,0,247947,45,2011,10/11/2011,It Would Be You,,R&B;,5.0
46808,['Johnny Gill'],[253734],0.683,0.571,0.28,116.095,-5.348,1,1,0.132,0.0,0.107,0.035,0,304240,42,2011,10/11/2011,In The Mood,,R&B;,5.0
61288,['Mindless Behavior'],[2540309],0.439,0.753,0.538,95.339,-4.799,0,0,0.057,0.0,0.1,0.0932,0,248187,48,2011,2011,Mrs. Right,,R&B;,5.0
61289,['Mindless Behavior'],[2540309],0.667,0.726,0.196,148.168,-4.857,1,11,0.279,0.0,0.11,0.077,0,240653,50,2011,2011,My ****,,R&B;,5.0
60447,['Miguel'],[2570457],0.512,0.598,0.345,70.189,-4.959,0,9,0.611,0.0,0.0881,0.115,1,213253,68,2011,10/28/2011,Lotus Flower Bomb (feat. Miguel),,R&B;,5.0
93310,"['T-Pain', 'Sean Paul']","[258000, 264350]",0.685,0.944,0.543,128.013,-5.19,1,5,0.134,0.0,0.362,0.34,0,214827,60,2011,6/17/2011,Shake Senora (feat. T-Pain & Sean Paul),,R&B;,5.0
93304,"['T-Pain', 'Chris Brown']","[258000, 266063]",0.583,0.712,0.69,159.901,-6.618,1,7,0.0452,0.0,0.174,0.054,0,195987,65,2011,12/2/2011,Best Love Song (feat. Chris ******,,R&B;,5.0
93305,"['T-Pain', 'Chris Brown']","[258000, 266063]",0.481,0.818,0.633,79.842,-2.684,1,7,0.126,0.0,0.4,0.0833,0,197600,55,2011,3/22/2011,Best Love Song (feat. Chris ******,,R&B;,5.0
93307,"['T-Pain', 'Lily Allen']","[258000, 562850]",0.4,0.882,0.385,167.114,-1.958,0,7,0.168,0.0,0.124,0.334,1,281533,59,2011,9/23/2011,5 O'Clock (feat. Lily Allen & Wiz Khalifa),,R&B;,5.0
93308,"['T-Pain', 'Lily Allen']","[258000, 562850]",0.555,0.742,0.352,83.85,-5.495,0,7,0.0697,0.0,0.102,0.22,1,281280,52,2011,12/2/2011,5 O'Clock (feat. Lily Allen & Wiz Khalifa),,R&B;,5.0
93309,"['T-Pain', 'Ne-Yo']","[258000, 846634]",0.697,0.807,0.732,127.01,-3.049,0,6,0.0382,0.0,0.471,0.0587,1,216440,63,2011,12/2/2011,Turn All the Lights On (feat. Ne-Yo),,R&B;,5.0
93313,['T-Pain'],[258000],0.402,0.754,0.246,145.493,-5.955,1,7,0.222,0.0,0.527,0.0874,1,278520,46,2011,1/1/2011,How To Hate,,R&B;,5.0
93325,['T-Pain'],[258000],0.598,0.7,0.558,139.48,-3.903,1,8,0.0074,0.0,0.281,0.205,1,250373,46,2011,1/1/2011,Welcome To My Hood,,R&B;,5.0
93344,['T-Pain'],[258000],0.595,0.913,0.762,128.021,-3.428,0,10,0.0435,0.0,0.259,0.0884,0,234453,66,2011,6/17/2011,Hey Baby (Drop It to the Floor) (feat. T-Pain),,R&B;,5.0
93352,['T-Pain'],[258000],0.782,0.676,0.878,158.162,-6.144,1,1,0.00786,1.17e-06,0.141,0.324,0,235733,56,2011,7/8/2011,***** Wurk (One Cheek At a Time) (feat. Joey Galaxy),,R&B;,5.0
93354,['T-Pain'],[258000],0.585,0.815,0.541,140.077,-4.203,1,7,0.0221,0.0,0.14,0.228,1,430733,54,2011,1/1/2011,Welcome To My Hood - Remix,,R&B;,5.0
33812,"['Frank Ocean', 'The-Dream']","[2592086, 1028077]",0.654,0.75,0.557,92.773,-7.509,0,8,0.244,0.0178,0.167,0.105,1,272507,55,2011,8/8/2011,No Church In The Wild,,R&B;,5.0
33813,"['Frank Ocean', 'The-Dream']","[2592086, 1028077]",0.654,0.751,0.568,92.774,-7.508,0,8,0.244,0.0179,0.167,0.105,1,272507,46,2011,8/8/2011,No Church In The Wild,,R&B;,5.0
33814,"['Frank Ocean', 'The-Dream']","[2592086, 1028077]",0.654,0.751,0.568,92.781,-7.508,0,8,0.246,0.0179,0.167,0.105,1,272507,70,2011,8/8/2011,No Church In The Wild,,R&B;,5.0
33820,['Frank Ocean'],[2592086],0.739,0.505,0.177,88.991,-8.124,1,8,0.0117,0.0,0.176,0.206,1,155067,47,2011,7/12/2011,Rico,,R&B;,5.0
33823,['Frank Ocean'],[2592086],0.762,0.508,0.37,93.51,-9.112,1,3,0.0584,0.00126,0.16,0.0919,1,302347,70,2011,1/1/2011,Novacane,,R&B;,5.0
33835,['Frank Ocean'],[2592086],0.653,0.668,0.711,160.048,-8.183,1,0,0.00116,0.00269,0.0731,0.0881,0,257187,66,2011,1/1/2011,Swim Good,,R&B;,5.0
33867,['Frank Ocean'],[2592086],0.71,0.729,0.55,165.899,-7.01,0,11,0.043,5.88e-05,0.224,0.219,1,292067,54,2011,8/8/2011,Made In America,,R&B;,5.0
20516,"['Chris Brown', 'Justin Bieber']","[266063, 2165952]",0.67,0.676,0.349,114.974,-4.725,1,8,0.0201,0.0,0.11,0.037,0,265813,70,2011,3/22/2011,Next To You,,R&B;,5.0
20512,"['Chris Brown', 'Benny Benassi']","[266063, 791609]",0.417,0.806,0.545,127.887,-5.339,0,5,0.0703,0.00637,0.0841,0.16,0,226773,61,2011,3/22/2011,Beautiful People,,R&B;,5.0
20521,['Chris Brown'],[266063],0.603,0.82,0.561,152.057,-4.587,0,1,0.00252,0.0,0.178,0.0566,1,235307,46,2011,1/1/2011,Body * Body,,R&B;,5.0
20526,['Chris Brown'],[266063],0.658,0.642,0.556,93.011,-7.515,1,2,0.222,0.0,0.357,0.0493,0,264680,54,2011,3/22/2011,Should've Kissed You,,R&B;,5.0
20543,['Chris Brown'],[266063],0.653,0.81,0.417,145.918,-5.449,1,10,0.193,1.98e-06,0.357,0.0905,0,266840,50,2011,3/22/2011,All Back,,R&B;,5.0
20557,['Chris Brown'],[266063],0.722,0.727,0.656,120.04,-3.374,1,1,0.166,0.0,0.177,0.0508,0,247960,47,2011,3/22/2011,Up To You,,R&B;,5.0
20571,['Chris Brown'],[266063],0.767,0.677,0.538,146.155,-6.128,0,11,0.0339,5.51e-06,0.144,0.184,1,222587,73,2011,3/22/2011,Look At Me Now,,R&B;,5.0
20577,['Chris Brown'],[266063],0.669,0.855,0.648,120.045,-3.035,0,0,0.0124,0.0,0.335,0.0499,0,227280,72,2011,6/17/2011,International Love (feat. Chris ******,,R&B;,5.0
20578,['Chris Brown'],[266063],0.692,0.736,0.217,73.987,-5.109,1,1,0.0324,0.0,0.0787,0.11,1,276560,67,2011,3/22/2011,Deuces,,R&B;,5.0
20579,['Chris Brown'],[266063],0.705,0.882,0.7,130.0,-3.201,0,11,0.000369,1.16e-06,0.0934,0.0445,1,241667,69,2011,3/22/2011,Yeah 3x,,R&B;,5.0
20588,['Chris Brown'],[266063],0.58,0.66,0.411,123.801,-7.405,0,6,0.0166,0.0,0.174,0.0429,0,266307,63,2011,3/22/2011,Wet The Bed,,R&B;,5.0
20589,['Chris Brown'],[266063],0.387,0.773,0.368,78.629,-5.685,1,8,0.098,0.0,0.209,0.17,1,254120,59,2011,1/1/2011,My Last,,R&B;,5.0
20602,['Chris Brown'],[266063],0.634,0.716,0.619,91.039,-6.502,1,2,0.0341,0.0,0.0877,0.128,0,248107,58,2011,3/22/2011,*** Ain't You,,R&B;,5.0
20603,['Chris Brown'],[266063],0.573,0.848,0.561,112.084,-2.742,1,7,0.0521,0.0,0.25,0.057,1,219080,53,2011,5/13/2011,Better with the Lights *** (feat. Chris ******,,R&B;,5.0
20608,['Chris Brown'],[266063],0.479,0.433,0.324,58.396,-6.878,0,0,0.164,0.0,0.0739,0.0455,0,224773,56,2011,3/22/2011,Beg For It,,R&B;,5.0
20616,['Chris Brown'],[266063],0.426,0.612,0.106,172.171,-6.359,0,1,0.12,0.0,0.119,0.0567,1,247933,53,2011,3/22/2011,No BS,,R&B;,5.0
90756,['The Weeknd'],[2674162],0.418,0.546,0.294,160.152,-9.057,0,0,0.227,0.0,0.229,0.238,1,208813,69,2011,11/15/2011,Crew Love,,R&B;,5.0
73987,['Sade'],[279337],0.687,0.684,0.96,119.193,-5.181,0,9,0.0758,0.000808,0.0441,0.032,0,256147,60,2011,4/29/2011,Smooth Operator - Remastered,,R&B;,5.0
73992,['Sade'],[279337],0.728,0.68,0.914,103.74,-9.488,0,5,0.406,0.34,0.0513,0.0301,0,232667,52,2011,4/29/2011,Nothing Can Come Between Us - Remastered,,R&B;,5.0
73993,['Sade'],[279337],0.84,0.713,0.965,107.897,-6.593,1,7,0.112,4.29e-06,0.0783,0.0296,0,269240,53,2011,4/29/2011,Hang On to Your Love - Remastered,,R&B;,5.0
74001,['Sade'],[279337],0.619,0.486,0.765,166.146,-10.421,0,11,0.641,0.00883,0.0918,0.0396,0,438707,53,2011,4/29/2011,No Ordinary Love - Remastered,,R&B;,5.0
74049,['Sade'],[279337],0.728,0.492,0.616,134.616,-5.054,1,9,0.482,6.24e-05,0.0354,0.0269,0,221293,62,2011,4/29/2011,Your Love Is King - Remastered,,R&B;,5.0
74059,['Sade'],[279337],0.73,0.544,0.436,80.029,-9.231,1,1,0.152,0.115,0.121,0.0466,0,378627,55,2011,4/29/2011,Cherish the Day - Remastered,,R&B;,5.0
42791,['Jermaine Stewart'],[322765],0.816,0.707,0.922,123.084,-8.601,0,6,0.0244,0.000142,0.0469,0.0363,0,293240,54,2011,1/1/2011,We Don't Have To Take Our Clothes ***,,R&B;,5.0
75853,['Silk'],[36327],0.702,0.555,0.484,111.714,-8.739,0,1,0.0355,0.0,0.0741,0.0401,0,346300,43,2011,1/1/2011,Meeting In My Bed Room,,R&B;,5.0
58532,['Mary J. Blige'],[376204],0.604,0.82,0.27,174.0,-4.64,1,8,0.00657,0.000517,0.139,0.0508,0,237293,42,2011,1/1/2011,Don't Mind,,R&B;,5.0
58570,['Mary J. Blige'],[376204],0.693,0.676,0.461,143.057,-5.024,0,0,0.193,8.18e-06,0.126,0.15,0,241853,51,2011,1/1/2011,Mr. Wrong,,R&B;,5.0
65740,['Otis Redding'],[414251],0.754,0.631,0.432,94.577,-4.751,0,7,0.552,0.0,0.5,0.307,1,178213,53,2011,8/8/2011,Otis,,R&B;,5.0
65747,['Otis Redding'],[414251],0.755,0.631,0.433,94.571,-4.751,0,7,0.552,0.0,0.5,0.302,1,178213,45,2011,8/8/2011,Otis,,R&B;,5.0
65797,['Otis Redding'],[414251],0.755,0.631,0.433,94.571,-4.751,0,7,0.552,0.0,0.5,0.302,1,178213,66,2011,8/8/2011,Otis,,R&B;,5.0
57898,['Marsha Ambrosius'],[478173],0.433,0.668,0.351,70.478,-6.544,1,9,0.221,0.0,0.126,0.211,0,436880,45,2011,2/25/2011,Far Away,,R&B;,5.0
13819,"['Blackstreet', 'Mya']","[49774, 621112]",0.401,0.872,0.642,78.443,-4.91,1,0,0.215,0.00104,0.292,0.117,0,243000,46,2011,1/1/2011,"Take Me There - From ""The Rugrats Movie"" Soundtrack",,R&B;,5.0
61687,['Missy Elliott'],[502371],0.793,0.498,0.427,119.988,-11.208,0,8,0.0974,1.26e-05,0.13,0.17,1,190653,64,2011,9/27/2011,******** Perfect,,R&B;,5.0
23317,['Darlene Love'],[575012],0.353,0.703,0.608,100.076,-5.847,0,1,0.54,0.0641,0.91,0.0583,0,165651,54,2011,2011,(Today I Met) The Boy I'm Gonna Marry,,R&B;,5.0
8220,['Anthony Hamilton'],[581713],0.742,0.728,0.697,96.01,-6.626,0,10,0.00962,3.73e-05,0.134,0.0315,0,226373,57,2011,12/13/2011,Best of Me,,R&B;,5.0
69092,['Pretty Ricky'],[619536],0.724,0.675,0.534,125.002,-5.943,1,2,0.0581,0.0,0.357,0.134,1,106293,44,2011,8/12/2011,Boo Thang,,R&B;,5.0
7586,['Amy Winehouse'],[627026],0.637,0.866,0.336,97.897,-3.979,0,7,0.154,0.0,0.181,0.0868,1,278000,57,2011,1/1/2011,Like Smoke,,R&B;,5.0
7587,['Amy Winehouse'],[627026],0.601,0.759,0.581,97.501,-6.934,0,8,0.101,0.0,0.213,0.0557,0,176293,55,2011,1/1/2011,"Best Friends, Right?",,R&B;,5.0
7588,['Amy Winehouse'],[627026],0.524,0.542,0.362,119.979,-7.516,1,8,0.232,3.13e-05,0.327,0.0513,0,269373,56,2011,1/1/2011,A Song For You,,R&B;,5.0
7611,['Amy Winehouse'],[627026],0.665,0.827,0.705,100.657,-4.429,0,5,0.0127,0.000762,0.0815,0.0348,0,239907,53,2011,1/1/2011,Valerie - '68 Version,,R&B;,5.0
7612,['Amy Winehouse'],[627026],0.587,0.624,0.251,93.428,-4.657,1,0,0.161,0.000191,0.118,0.025,0,262813,62,2011,1/1/2011,Will You Still Love Me Tomorrow? - ****,,R&B;,5.0
7613,['Amy Winehouse'],[627026],0.705,0.634,0.639,98.008,-6.083,0,5,0.0405,3.53e-05,0.349,0.0282,0,169373,62,2011,1/1/2011,Our Day Will Come,,R&B;,5.0
7618,['Amy Winehouse'],[627026],0.624,0.488,0.273,84.218,-8.258,0,4,0.375,9.63e-05,0.339,0.0584,1,230853,57,2011,1/1/2011,Half Time,,R&B;,5.0
7620,['Amy Winehouse'],[627026],0.696,0.616,0.66,138.059,-5.144,0,9,0.25,4.35e-06,0.107,0.047,0,166960,58,2011,1/1/2011,The **** From Ipanema,,R&B;,5.0
7621,['Amy Winehouse'],[627026],0.454,0.378,0.272,169.757,-8.986,1,9,0.572,5.78e-06,0.0956,0.061,0,264267,57,2011,1/1/2011,Wake Up Alone - Original Recording,,R&B;,5.0
50080,['Keri Hilson'],[664272],0.519,0.81,0.515,148.094,-5.629,1,8,0.0196,0.0,0.163,0.179,1,221013,54,2011,5/10/2011,Got Your Back,,R&B;,5.0
54680,['Lloyd'],[673752],0.527,0.796,0.534,155.99,-5.111,0,1,0.017,0.0,0.0798,0.062,1,240107,57,2011,2011,Lay It Down,,R&B;,5.0
22066,['Corinne Bailey Rae'],[733717],0.683,0.333,0.329,123.804,-9.195,0,7,0.81,0.00178,0.211,0.0434,0,208636,55,2011,1/1/2011,Is This Love,,R&B;,5.0
49661,"['Kelly Rowland', 'David Guetta']","[73682, 213561]",0.395,0.876,0.567,124.638,-3.859,0,11,0.0173,8.46e-06,0.362,0.138,0,218107,45,2011,1/1/2011,Commander,,R&B;,5.0
49668,['Kelly Rowland'],[73682],0.735,0.679,0.264,140.858,-5.588,0,9,0.18,0.000198,0.0766,0.0431,0,231173,65,2011,1/1/2011,Motivation,,R&B;,5.0
49670,['Kelly Rowland'],[73682],0.744,0.672,0.266,140.889,-5.589,0,9,0.187,0.000123,0.105,0.0418,0,230560,59,2011,1/1/2011,Motivation,,R&B;,5.0
11631,['Beyonc茅'],[761179],0.649,0.547,0.708,161.007,-6.936,1,10,0.0111,0.0,0.105,0.0493,0,219827,47,2011,10/24/2011,Party (feat. J. Cole),,R&B;,5.0
11632,['Beyonc茅'],[761179],0.474,0.797,0.398,150.006,-4.541,0,6,0.193,6.2e-06,0.322,0.191,0,199107,50,2011,6/24/2011,Start Over,,R&B;,5.0
11634,['Beyonc茅'],[761179],0.628,0.665,0.447,72.032,-6.626,1,4,0.158,0.00278,0.177,0.112,0,222480,48,2011,6/24/2011,Rather Die Young,,R&B;,5.0
11646,['Beyonc茅'],[761179],0.652,0.748,0.652,94.1,-5.242,1,0,0.0849,0.0,0.604,0.0887,0,267413,75,2011,6/24/2011,Love On Top,,R&B;,5.0
11647,['Beyonc茅'],[761179],0.733,0.899,0.76,127.086,-4.237,1,0,0.00496,4.72e-05,0.372,0.143,0,236093,74,2011,6/24/2011,Run the World *******,,R&B;,5.0
11659,['Beyonc茅'],[761179],0.545,0.649,0.297,99.099,-4.062,1,6,0.143,1.57e-05,0.0894,0.0324,0,253747,70,2011,6/24/2011,Best Thing I Never Had,,R&B;,5.0
11660,['Beyonc茅'],[761179],0.665,0.787,0.699,167.349,-5.73,1,5,0.308,0.0,0.219,0.151,0,212147,66,2011,6/24/2011,Countdown,,R&B;,5.0
11668,['Beyonc茅'],[761179],0.616,0.78,0.471,110.005,-6.062,1,2,0.0322,0.0,0.173,0.0623,0,377467,65,2011,6/24/2011,Dance for You,,R&B;,5.0
11669,['Beyonc茅'],[761179],0.648,0.593,0.712,160.979,-6.267,1,10,0.0188,0.0,0.169,0.0506,0,245480,61,2011,6/24/2011,Party (feat. Andr茅 3000),,R&B;,5.0
11677,['Beyonc茅'],[761179],0.711,0.811,0.785,117.999,-7.503,0,6,0.0328,0.000517,0.0649,0.219,0,223987,64,2011,6/24/2011,End of Time,,R&B;,5.0
11680,['Beyonc茅'],[761179],0.403,0.784,0.275,179.427,-7.584,0,2,0.187,0.00177,0.165,0.171,1,266253,59,2011,8/8/2011,Lift ***,,R&B;,5.0
11684,['Beyonc茅'],[761179],0.303,0.384,0.261,63.345,-7.342,1,6,0.381,5.14e-06,0.0661,0.0339,0,273880,58,2011,6/24/2011,***,,R&B;,5.0
11688,['Beyonc茅'],[761179],0.51,0.627,0.234,110.992,-6.59,1,7,0.431,0.0,0.0927,0.0336,0,239213,60,2011,6/24/2011,I Was Here,,R&B;,5.0
11692,['Beyonc茅'],[761179],0.799,0.715,0.551,124.04,-5.481,1,4,0.0289,0.0,0.339,0.0822,0,293133,54,2011,6/24/2011,Schoolin' Life,,R&B;,5.0
11696,['Beyonc茅'],[761179],0.371,0.84,0.228,86.934,-6.021,1,0,0.284,4.79e-06,0.135,0.292,0,239467,55,2011,6/24/2011,I Care,,R&B;,5.0
11702,['Beyonc茅'],[761179],0.718,0.523,0.835,167.963,-7.181,1,6,0.352,0.00314,0.0909,0.199,0,179067,54,2011,6/24/2011,I Miss You,,R&B;,5.0
28168,['E.U.'],[792348],0.663,0.879,0.752,97.122,-13.101,0,10,0.0233,0.000434,0.0594,0.0563,0,314133,49,2011,1/1/2011,Da Butt,,R&B;,5.0
93930,['Tyrese'],[807361],0.335,0.398,0.162,79.884,-8.284,0,4,0.0945,0.0,0.265,0.0399,0,229320,43,2011,1/1/2011,Stay,,R&B;,5.0
75614,['Sharon Jones & the Dap-Kings'],[8125],0.629,0.67,0.643,168.341,-7.094,1,7,0.198,0.00175,0.252,0.0815,0,247653,49,2011,11/25/2011,Inspiration Information,,R&B;,5.0
45302,['John Legend'],[814387],0.404,0.871,0.192,145.414,-4.606,0,5,0.0118,0.0,0.87,0.133,1,232093,44,2011,1/1/2011,So Special,,R&B;,5.0
53939,['Linda Jones'],[834673],0.344,0.722,0.62,73.019,-5.854,1,11,0.522,0.0,0.292,0.0388,0,158480,42,2011,1/25/2011,Hypnotized,,R&B;,5.0
43356,"['Jill Scott', 'Anthony Hamilton']","[845662, 581713]",0.709,0.704,0.451,102.003,-6.021,1,8,0.363,0.0,0.344,0.0486,0,275400,53,2011,6/21/2011,So In Love - feat. Anthony Hamilton,,R&B;,5.0
43364,['Jill Scott'],[845662],0.746,0.5,0.466,120.039,-8.426,1,7,0.197,0.0,0.194,0.0669,0,279627,45,2011,6/21/2011,So Gone [What My Mind Says] - feat. Paul Wall,,R&B;,5.0
43365,['Jill Scott'],[845662],0.597,0.835,0.481,87.892,-5.192,1,7,0.498,0.0,0.111,0.346,0,206893,45,2011,6/21/2011,Blessed,,R&B;,5.0
63867,['Ne-Yo'],[846634],0.671,0.939,0.529,129.023,-3.206,1,8,0.192,0.0,0.298,0.161,0,252307,79,2011,6/17/2011,"Give Me Everything (feat. Ne-Yo, ******** & Nayer)",,R&B;,5.0
63874,['Ne-Yo'],[846634],0.669,0.662,0.471,94.531,-7.758,0,11,0.169,0.0,0.345,0.0446,1,329187,56,2011,1/1/2011,Leave You Alone,,R&B;,5.0
49674,"['Kem', 'Chrisette Michele']","[87697, 532610]",0.802,0.423,0.537,73.103,-8.214,0,5,0.282,3.96e-05,0.0723,0.107,0,253560,42,2011,1/1/2011,If It's Love,,R&B;,5.0
6172,['Akon'],[933458],0.742,0.879,0.936,133.946,-4.274,0,0,0.0696,7.17e-06,0.0981,0.0328,0,227091,55,2011,9/16/2011,Chammak Challo,,R&B;,5.0
75618,['Sharon Jones'],[993494],0.71,0.747,0.839,124.097,-7.804,1,7,0.351,0.000878,0.348,0.0665,0,181747,48,2011,9/27/2011,In The ********,,R&B;,5.0
59317,['Melanie Fiona'],[1038956],0.467,0.445,0.344,128.399,-7.155,0,0,0.628,0.0,0.0798,0.0448,0,290027,51,2012,1/1/2012,4AM,,R&B;,5.0
41488,['James Brown'],[128099],0.563,0.917,0.573,92.074,-4.753,1,8,0.128,8.47e-06,0.404,0.158,1,171573,60,2012,1/1/2012,Unchained (The Payback / Untouchable),,R&B;,5.0
93567,['Trey Songz'],[128143],0.506,0.716,0.562,144.98,-4.652,1,11,0.0349,0.0,0.681,0.0383,1,235787,45,2012,6/8/2012,I Don't Really Care (feat. Trey Songz),,R&B;,5.0
93568,['Trey Songz'],[128143],0.607,0.854,0.507,149.872,-4.867,0,8,0.0683,0.0,0.2,0.166,0,235159,47,2012,3/26/2012,Heart Attack,,R&B;,5.0
93585,['Trey Songz'],[128143],0.608,0.863,0.476,150.029,-4.87,1,11,0.0593,0.0,0.228,0.131,1,233147,55,2012,8/17/2012,Heart Attack,,R&B;,5.0
93586,['Trey Songz'],[128143],0.587,0.648,0.37,119.888,-6.954,1,0,0.0279,0.0,0.962,0.089,0,252453,55,2012,8/17/2012,Dive In,,R&B;,5.0
93590,['Trey Songz'],[128143],0.734,0.746,0.539,94.033,-5.088,1,11,0.00135,0.0,0.178,0.0762,1,197627,52,2012,8/17/2012,* Reasons (feat. T.I.),,R&B;,5.0
21283,['Clarence Carter'],[148477],0.835,0.858,0.908,114.74,-6.44,1,7,0.0838,0.041,0.0223,0.0387,1,275055,46,2012,11/15/2012,Strokin,,R&B;,5.0
42699,['Jeremih'],[1545319],0.447,0.811,0.65,150.399,-5.382,0,11,0.00404,0.0,0.229,0.135,0,233493,45,2012,3/19/2012,Do It Like You (feat. Jeremih),,R&B;,5.0
42711,['Jeremih'],[1545319],0.456,0.76,0.189,148.063,-3.015,0,1,0.0337,0.0,0.228,0.0988,1,198920,56,2012,7/10/2012,"My Moment (feat. * Chainz, Meek Mill and Jeremih)",,R&B;,5.0
4448,['Cassie'],[193305],0.583,0.856,0.288,148.75,-5.565,1,0,0.0016,0.0,0.31,0.0545,1,202173,46,2012,1/1/2012,Warning Shot,,R&B;,5.0
4453,['Cassie'],[193305],0.835,0.806,0.392,108.974,-5.73,1,1,0.0437,0.000807,0.142,0.0504,1,248933,50,2012,1/1/2012,The Boys,,R&B;,5.0
21144,['Ciara'],[215513],0.859,0.746,0.543,75.002,-3.014,1,9,0.0301,0.000877,0.169,0.0663,1,198053,52,2012,1/1/2012,I'm Legit,,R&B;,5.0
13543,['BJ the Chicago Kid'],[2517403],0.447,0.422,0.77,165.695,-11.076,0,1,0.872,5.6e-06,0.102,0.167,0,329000,50,2012,2/21/2012,His Pain,,R&B;,5.0
60443,['Miguel'],[2570457],0.432,0.867,0.54,79.995,-6.809,1,9,0.0532,0.0,0.247,0.0593,0,280267,43,2012,9/28/2012,Use Me,,R&B;,5.0
60444,['Miguel'],[2570457],0.551,0.543,0.185,158.005,-6.468,1,2,0.0318,7.76e-05,0.285,0.0638,0,197227,43,2012,9/28/2012,Arch & Point,,R&B;,5.0
60448,['Miguel'],[2570457],0.625,0.576,0.235,179.063,-5.693,0,11,0.0543,4.07e-05,0.187,0.175,0,193147,65,2012,9/28/2012,Adorn,,R&B;,5.0
60453,['Miguel'],[2570457],0.379,0.608,0.241,81.822,-7.011,0,0,0.00311,0.000614,0.248,0.134,1,272987,57,2012,9/28/2012,How Many Drinks?,,R&B;,5.0
60458,['Miguel'],[2570457],0.593,0.589,0.306,148.055,-6.401,1,11,0.462,3.88e-06,0.0937,0.0366,1,207920,54,2012,9/28/2012,Do You...,,R&B;,5.0
